<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20210910;105700;72821.0000000;72825.0000000;72818.0000000;72825.0000000;916
20210910;105800;72825.0000000;72825.0000000;72809.0000000;72815.0000000;1934
20210910;105900;72814.0000000;72817.0000000;72810.0000000;72813.0000000;1448
20210910;110000;72813.0000000;72818.0000000;72808.0000000;72815.0000000;1481
20210910;110100;72815.0000000;72815.0000000;72804.0000000;72806.0000000;2929
20210910;110200;72808.0000000;72817.0000000;72804.0000000;72812.0000000;823
20210910;110300;72810.0000000;72815.0000000;72806.0000000;72815.0000000;387
20210910;110400;72815.0000000;72818.0000000;72804.0000000;72804.0000000;1320
20210910;110500;72804.0000000;72808.0000000;72794.0000000;72794.0000000;1464
20210910;110600;72794.0000000;72801.0000000;72790.0000000;72792.0000000;2784
20210910;110700;72791.0000000;72795.0000000;72787.0000000;72793.0000000;1506
20210910;110800;72790.0000000;72801.0000000;72784.0000000;72792.0000000;2349
20210910;110900;72791.0000000;72794.0000000;72783.0000000;72786.0000000;1955
20210910;111000;72786.0000000;72789.0000000;72772.0000000;72779.0000000;5757
20210910;111100;72780.0000000;72794.0000000;72776.0000000;72782.0000000;3198
20210910;111200;72781.0000000;72786.0000000;72777.0000000;72783.0000000;715
20210910;111300;72782.0000000;72784.0000000;72779.0000000;72784.0000000;783
20210910;111400;72783.0000000;72785.0000000;72777.0000000;72779.0000000;595
20210910;111500;72778.0000000;72786.0000000;72772.0000000;72782.0000000;1436
20210910;111600;72782.0000000;72786.0000000;72775.0000000;72779.0000000;1693
20210910;111700;72780.0000000;72788.0000000;72776.0000000;72787.0000000;608
20210910;111800;72785.0000000;72792.0000000;72784.0000000;72790.0000000;1402
20210910;111900;72789.0000000;72803.0000000;72786.0000000;72798.0000000;2611
20210910;112000;72797.0000000;72809.0000000;72794.0000000;72802.0000000;1600
20210910;112100;72802.0000000;72808.0000000;72801.0000000;72808.0000000;1142
20210910;112200;72808.0000000;72811.0000000;72805.0000000;72807.0000000;1972
20210910;112300;72809.0000000;72810.0000000;72798.0000000;72800.0000000;928
20210910;112400;72801.0000000;72811.0000000;72798.0000000;72810.0000000;2065
20210910;112500;72809.0000000;72813.0000000;72800.0000000;72809.0000000;3664
20210910;112600;72809.0000000;72815.0000000;72807.0000000;72815.0000000;1807
20210910;112700;72813.0000000;72822.0000000;72810.0000000;72819.0000000;1598
20210910;112800;72820.0000000;72821.0000000;72814.0000000;72819.0000000;769
20210910;112900;72820.0000000;72826.0000000;72816.0000000;72816.0000000;1076
20210910;113000;72818.0000000;72823.0000000;72813.0000000;72814.0000000;1009
20210910;113100;72812.0000000;72815.0000000;72800.0000000;72814.0000000;2854
20210910;113200;72814.0000000;72817.0000000;72806.0000000;72814.0000000;812
20210910;113300;72815.0000000;72819.0000000;72812.0000000;72814.0000000;1645
20210910;113400;72815.0000000;72819.0000000;72805.0000000;72808.0000000;932
20210910;113500;72807.0000000;72810.0000000;72801.0000000;72802.0000000;1568
20210910;113600;72805.0000000;72814.0000000;72805.0000000;72807.0000000;1375
20210910;113700;72808.0000000;72809.0000000;72803.0000000;72805.0000000;1097
20210910;113800;72806.0000000;72813.0000000;72800.0000000;72807.0000000;3612
20210910;113900;72808.0000000;72813.0000000;72800.0000000;72803.0000000;1794
20210910;114000;72802.0000000;72810.0000000;72795.0000000;72810.0000000;1922
20210910;114100;72810.0000000;72818.0000000;72807.0000000;72812.0000000;1589
20210910;114200;72813.0000000;72815.0000000;72800.0000000;72804.0000000;1690
20210910;114300;72804.0000000;72810.0000000;72801.0000000;72806.0000000;403
20210910;114400;72806.0000000;72809.0000000;72796.0000000;72803.0000000;847
