<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200106;130600;62623.0000000;62641.0000000;62621.0000000;62640.0000000;1767
20200106;130700;62639.0000000;62644.0000000;62634.0000000;62642.0000000;757
20200106;130800;62642.0000000;62646.0000000;62637.0000000;62644.0000000;411
20200106;130900;62642.0000000;62649.0000000;62640.0000000;62648.0000000;484
20200106;131000;62648.0000000;62654.0000000;62642.0000000;62648.0000000;740
20200106;131100;62650.0000000;62658.0000000;62647.0000000;62655.0000000;861
20200106;131200;62653.0000000;62656.0000000;62635.0000000;62641.0000000;847
20200106;131300;62643.0000000;62653.0000000;62641.0000000;62644.0000000;627
20200106;131400;62643.0000000;62649.0000000;62641.0000000;62643.0000000;368
20200106;131500;62642.0000000;62644.0000000;62635.0000000;62638.0000000;632
20200106;131600;62637.0000000;62642.0000000;62615.0000000;62624.0000000;1347
20200106;131700;62623.0000000;62629.0000000;62615.0000000;62626.0000000;932
20200106;131800;62627.0000000;62635.0000000;62620.0000000;62631.0000000;1590
20200106;131900;62629.0000000;62631.0000000;62603.0000000;62604.0000000;3344
20200106;132000;62605.0000000;62617.0000000;62604.0000000;62617.0000000;1040
20200106;132100;62617.0000000;62617.0000000;62608.0000000;62612.0000000;610
20200106;132200;62612.0000000;62614.0000000;62595.0000000;62602.0000000;2756
20200106;132300;62602.0000000;62605.0000000;62576.0000000;62580.0000000;3357
20200106;132400;62581.0000000;62584.0000000;62562.0000000;62566.0000000;3616
20200106;132500;62567.0000000;62590.0000000;62565.0000000;62588.0000000;2777
20200106;132600;62588.0000000;62595.0000000;62585.0000000;62590.0000000;1223
20200106;132700;62588.0000000;62609.0000000;62582.0000000;62600.0000000;2030
20200106;132800;62600.0000000;62606.0000000;62587.0000000;62605.0000000;726
20200106;132900;62605.0000000;62617.0000000;62596.0000000;62599.0000000;1081
20200106;133000;62601.0000000;62605.0000000;62597.0000000;62597.0000000;872
20200106;133100;62599.0000000;62605.0000000;62593.0000000;62601.0000000;452
20200106;133200;62603.0000000;62604.0000000;62580.0000000;62588.0000000;1052
20200106;133300;62589.0000000;62607.0000000;62585.0000000;62598.0000000;1140
20200106;133400;62598.0000000;62598.0000000;62578.0000000;62590.0000000;905
20200106;133500;62590.0000000;62600.0000000;62585.0000000;62585.0000000;237
20200106;133600;62585.0000000;62600.0000000;62580.0000000;62599.0000000;833
20200106;133700;62599.0000000;62604.0000000;62590.0000000;62601.0000000;1483
20200106;133800;62599.0000000;62609.0000000;62598.0000000;62609.0000000;859
20200106;133900;62607.0000000;62617.0000000;62603.0000000;62616.0000000;1096
20200106;134000;62615.0000000;62626.0000000;62608.0000000;62624.0000000;1436
20200106;134100;62624.0000000;62624.0000000;62612.0000000;62621.0000000;586
20200106;134200;62621.0000000;62621.0000000;62601.0000000;62601.0000000;448
20200106;134300;62602.0000000;62613.0000000;62602.0000000;62612.0000000;303
20200106;134400;62612.0000000;62633.0000000;62611.0000000;62622.0000000;1383
20200106;134500;62624.0000000;62639.0000000;62622.0000000;62624.0000000;1299
20200106;134600;62626.0000000;62635.0000000;62621.0000000;62632.0000000;422
20200106;134700;62632.0000000;62633.0000000;62608.0000000;62620.0000000;907
20200106;134800;62621.0000000;62625.0000000;62607.0000000;62611.0000000;626
20200106;134900;62610.0000000;62614.0000000;62602.0000000;62609.0000000;498
20200106;135000;62607.0000000;62610.0000000;62602.0000000;62605.0000000;379
20200106;135100;62606.0000000;62610.0000000;62602.0000000;62602.0000000;359
20200106;135200;62602.0000000;62607.0000000;62600.0000000;62601.0000000;292
20200106;135300;62601.0000000;62612.0000000;62596.0000000;62610.0000000;842
20200106;135400;62609.0000000;62612.0000000;62603.0000000;62608.0000000;311
20200106;135500;62605.0000000;62612.0000000;62603.0000000;62608.0000000;114
20200106;135600;62609.0000000;62609.0000000;62600.0000000;62607.0000000;110
20200106;135700;62610.0000000;62610.0000000;62605.0000000;62608.0000000;75
20200106;135800;62608.0000000;62611.0000000;62603.0000000;62611.0000000;65
20200106;135900;62611.0000000;62611.0000000;62605.0000000;62610.0000000;201
20200106;140500;62610.0000000;62617.0000000;62604.0000000;62604.0000000;1677
20200106;140600;62607.0000000;62616.0000000;62600.0000000;62614.0000000;430
20200106;140700;62613.0000000;62615.0000000;62605.0000000;62609.0000000;251
20200106;140800;62605.0000000;62622.0000000;62603.0000000;62617.0000000;966
20200106;140900;62619.0000000;62630.0000000;62613.0000000;62629.0000000;397
